date,flu remedies,meningitis symptoms,pcp pneumonia,flu vaccine,symptoms of meningitis,tuberculosis,flu during pregnancy,what is pneumonia,flu virus,pneumonia symptoms,home remedies for flu,meningitis vaccine,pneumonia treatment,pneumonia in children,swine flu symptoms,flu symptoms,symptoms of flu,tb meningitis,signs of meningitis,rsv virus,pneumonia causes,double pneumonia,aspiration pneumonia,meningitis symptoms in adults,what causes meningitis,cryptococcal meningitis,what is meningitis,symptoms of meningitis in adults,how to treat flu,swine flu,signs of pneumonia,rsv virus in infants,bacterial meningitis,colds and flu,what is flu,meningitis causes,flu medication,flu injection,bronchitis,cold and flu,symptoms of tb,flu treatment,bronchial pneumonia,viral meningitis,symptoms of pneumonia,is meningitis contagious,flu home remedies,causes of pneumonia
2012-09-02,15.451215451215452,42.10526315789474,44.44444444444444,8.0,35.8974358974359,48.0,21.428571428571427,33.333333333333336,38.888888888888886,52.0,23.78731343283582,47.22222222222222,25.0,64.28571428571429,0.0,12.0,18.75,0.0,0.0,0.0,0.0,52.27272727272727,0.0,34.84848484848485,37.704918032786885,62.5,0.0,0.0,0.0,5.0,26.08695652173913,0.0,21.686746987951807,0.0,25.806451612903224,29.62962962962963,0.0,0.0,43.0,16.0,48.148148148148145,0.0,0.0,0.0,23.91304347826087,0.0,47.0,32.0
2012-09-09,0.0,40.35087719298246,0.0,0.0,25.641025641025642,61.0,42.857142857142854,33.333333333333336,27.77777777777778,42.0,23.78731343283582,47.22222222222222,0.0,35.714285714285715,5.0,20.0,12.5,0.0,0.0,0.0,0.0,52.27272727272727,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7.0,0.0,0.0,0.0,17.0,25.806451612903224,18.51851851851852,20.833333333333332,0.0,74.0,16.0,39.50617283950617,50.0,0.0,22.0,23.91304347826087,0.0,23.0,32.0
2012-09-16,15.451215451215452,63.1578947368421,0.0,8.0,25.641025641025642,25.0,21.428571428571427,0.0,16.666666666666668,17.0,23.78731343283582,47.22222222222222,0.0,0.0,5.0,14.0,25.0,0.0,0.0,0.0,24.0,0.0,100.0,36.36363636363637,0.0,25.0,15.384615384615385,0.0,40.0,2.0,0.0,0.0,0.0,0.0,16.129032258064516,29.62962962962963,0.0,7.575757575757576,27.0,11.0,27.160493827160494,26.19047619047619,0.0,45.0,0.0,42.30769230769231,24.0,65.0
2012-09-23,17.382617382617383,22.80701754385965,0.0,0.0,35.8974358974359,29.0,28.571428571428573,0.0,22.22222222222222,48.0,0.0,0.0,25.0,35.714285714285715,5.0,25.0,28.125,33.333333333333336,33.333333333333336,0.0,77.0,0.0,56.52173913043478,39.39393939393939,0.0,0.0,0.0,0.0,60.0,3.0,0.0,0.0,22.89156626506024,19.0,19.35483870967742,22.22222222222222,25.0,0.0,42.0,12.0,29.62962962962963,28.571428571428573,0.0,25.0,0.0,48.07692307692308,0.0,0.0
2012-09-30,15.451215451215452,14.035087719298245,0.0,0.0,0.0,41.0,0.0,33.333333333333336,0.0,35.0,23.78731343283582,0.0,35.0,0.0,0.0,6.0,0.0,0.0,33.333333333333336,0.0,24.0,0.0,52.17391304347826,0.0,39.34426229508197,0.0,38.46153846153846,0.0,0.0,2.0,26.08695652173913,0.0,63.855421686746986,18.0,25.806451612903224,18.51851851851852,20.833333333333332,0.0,27.0,11.0,54.32098765432099,26.19047619047619,0.0,68.0,25.0,44.23076923076923,0.0,32.0
2012-10-07,21.245421245421245,59.64912280701754,0.0,7.0,41.02564102564103,34.0,0.0,66.66666666666667,16.666666666666668,0.0,22.388059701492537,0.0,0.0,0.0,4.0,19.0,31.25,0.0,0.0,0.0,33.0,100.0,0.0,33.333333333333336,36.0655737704918,25.0,0.0,40.0,0.0,5.0,0.0,0.0,30.120481927710845,33.0,16.129032258064516,18.51851851851852,33.333333333333336,7.575757575757576,38.0,15.0,32.098765432098766,0.0,41.1764705882353,42.0,22.82608695652174,40.38461538461539,22.0,30.0
2012-10-14,21.245421245421245,45.6140350877193,0.0,0.0,30.76923076923077,50.0,21.428571428571427,33.333333333333336,16.666666666666668,49.0,0.0,0.0,20.0,0.0,0.0,11.0,18.75,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,25.0,38.46153846153846,0.0,0.0,2.0,0.0,0.0,19.27710843373494,16.0,16.129032258064516,18.51851851851852,41.666666666666664,7.575757575757576,23.0,10.0,44.44444444444444,50.0,0.0,42.0,22.82608695652174,40.38461538461539,22.0,0.0
2012-10-21,13.51981351981352,38.59649122807018,44.44444444444444,7.0,30.76923076923077,51.0,0.0,100.0,16.666666666666668,33.0,22.388059701492537,0.0,20.0,28.571428571428573,4.0,8.0,34.375,33.333333333333336,33.333333333333336,22.727272727272727,66.0,0.0,0.0,0.0,0.0,25.0,15.384615384615385,0.0,40.0,3.0,0.0,0.0,39.75903614457831,0.0,25.806451612903224,18.51851851851852,20.833333333333332,7.575757575757576,36.0,16.0,32.098765432098766,23.80952380952381,41.1764705882353,42.0,22.82608695652174,0.0,22.0,30.0
2012-10-28,21.245421245421245,78.94736842105263,0.0,7.0,25.641025641025642,37.0,21.428571428571427,0.0,0.0,32.0,22.388059701492537,0.0,0.0,0.0,0.0,9.0,18.75,33.333333333333336,0.0,22.727272727272727,22.0,0.0,47.82608695652174,0.0,0.0,0.0,23.076923076923077,0.0,0.0,5.0,0.0,0.0,39.75903614457831,0.0,16.129032258064516,18.51851851851852,20.833333333333332,0.0,25.0,10.0,18.51851851851852,73.80952380952381,0.0,21.0,0.0,40.38461538461539,22.0,30.0
2012-11-04,0.0,54.3859649122807,0.0,0.0,41.02564102564103,40.0,42.857142857142854,0.0,16.666666666666668,34.0,23.78731343283582,47.22222222222222,0.0,28.571428571428573,0.0,12.0,12.5,0.0,0.0,0.0,45.0,52.27272727272727,0.0,0.0,37.704918032786885,25.0,30.76923076923077,0.0,0.0,7.0,0.0,0.0,0.0,0.0,16.129032258064516,29.62962962962963,20.833333333333332,0.0,24.0,21.0,19.753086419753085,0.0,0.0,44.0,23.91304347826087,0.0,23.0,0.0
2012-11-11,44.422244422244425,26.31578947368421,44.44444444444444,8.0,15.384615384615385,41.0,21.428571428571427,0.0,33.333333333333336,33.0,0.0,44.44444444444444,0.0,0.0,0.0,8.0,12.5,66.66666666666667,0.0,22.727272727272727,22.0,0.0,47.82608695652174,33.333333333333336,0.0,25.0,15.384615384615385,40.0,40.0,5.0,0.0,0.0,39.75903614457831,0.0,16.129032258064516,18.51851851851852,41.666666666666664,0.0,31.0,10.0,32.098765432098766,23.80952380952381,0.0,43.0,22.82608695652174,40.38461538461539,0.0,0.0
2012-11-18,23.176823176823177,35.08771929824562,0.0,0.0,15.384615384615385,33.0,0.0,33.333333333333336,16.666666666666668,0.0,0.0,0.0,25.0,0.0,0.0,6.0,0.0,0.0,0.0,22.727272727272727,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.63768115942029,0.0,20.481927710843372,35.0,16.129032258064516,29.62962962962963,45.833333333333336,0.0,21.0,11.0,40.74074074074074,26.19047619047619,0.0,66.0,0.0,0.0,35.0,32.0
2012-11-25,15.451215451215452,35.08771929824562,0.0,0.0,51.282051282051285,19.0,21.428571428571427,0.0,16.666666666666668,51.0,23.78731343283582,0.0,25.0,0.0,0.0,12.0,12.5,0.0,33.333333333333336,0.0,23.0,0.0,0.0,0.0,37.704918032786885,25.0,15.384615384615385,0.0,0.0,0.0,0.0,0.0,31.325301204819276,0.0,0.0,18.51851851851852,45.833333333333336,7.575757575757576,24.0,27.0,39.50617283950617,26.19047619047619,43.13725490196079,22.0,23.91304347826087,42.30769230769231,23.0,0.0
2012-12-02,23.176823176823177,49.12280701754386,0.0,8.0,15.384615384615385,23.0,0.0,77.77777777777777,0.0,18.0,25.186567164179102,0.0,0.0,0.0,0.0,19.0,18.75,66.66666666666667,33.333333333333336,0.0,35.0,0.0,0.0,0.0,39.34426229508197,0.0,0.0,0.0,0.0,0.0,26.08695652173913,0.0,21.686746987951807,36.0,16.129032258064516,81.48148148148148,20.833333333333332,0.0,27.0,17.0,27.160493827160494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
